words,spell,correct,frequency
ใบไม้,['ใบไม้'],ใบไม้,2
ใบพัด,['ใบพัด'],ใบพัด,4
ใบหน้า,['ใบหน้า'],ใบหน้า,6
ใบอนุญาต,['ใบอนุญาต'],ใบอนุญาต,3
ใยแก้ว,"['ใยแก้ว', 'แก้ว', 'นกแก้ว', 'ลอยแก้ว', 'ใจแป้ว']",ใยแก้ว,3
ใส,['ใส'],ใส,3
ใส่,['ใส่'],ใส่,76
ใส่หน้ากาก,['ใส่หน้ากาก'],ใส่หน้ากาก,15
ให้,['ให้'],ให้,94
ใหเกิด,['ให้เกิด'],ให้เกิด,2
ให่เกิด,['ให้เกิด'],ให้เกิด,2
ให้เกิด,['ให้เกิด'],ให้เกิด,2
ใหญ่,['ใหญ่'],ใหญ่,2
ใหม่,['ใหม่'],ใหม่,16
ใหม่,['ใหม่'],ใหม่,2
ให้สัญญาณ,['ให้สัญญาณ'],ให้สัญญาณ,7
ไก่,['ไก่'],ไก่,2
ไข,['ไข'],ไข,3
ไข่แดง,['ไข่แดง'],ไข่แดง,3
ไข่ขาว,['ไข่ขาว'],ไข่ขาว,4
ไขน้ำ,['ไขน้ำ'],ไขน้ำ,2
ไคร่,['ไคร่'],ไคร่,2
ได,['ได'],ได,2
ได้,['ได้'],ได้,423
ได้กลิ่น,['ได้กลิ่น'],ได้กลิ่น,14
ได้มา,"['ได้มา', 'ได้', 'ด้า', 'ด้าม', 'ได้ที', 'ได้ท่า', 'ดูมา', 'ได้ใจ', 'ไดม์', 'เด้า', 'ไซมา', 'ไดม่', 'ดมา']",ได้มา,2
ได้มาตรฐาน,['ได้มาตรฐาน'],ได้มาตรฐาน,6
ได้รับ,['ได้รับ'],ได้รับ,2
ได้รับบาดเจ็บ,['ได้รับบาดเจ็บ'],ได้รับบาดเจ็บ,4
ไดลิง,['ไดลิง'],ไดลิง,2
ไป,['ไป'],ไป,148
ไปใช้,['ไปใช้'],ไปใช้,2
ไปดู,"['ไปดู', 'ไปด้', 'ไปด']",ไปดู,3
ไปมา,"['ไปมา', 'ไซมา']",ไปมา,4
ไฟ,['ไฟ'],ไฟ,56
ไฟไหม้,['ไหม้'],ไหม้,2
ไฟฟ้า,['ไฟฟ้า'],ไฟฟ้า,59
ไม,['ไม้'],ไม้,3
ไม,['ไม่'],ไม่,3
ไม่,['ไม่'],ไม่,1192
ไม้,['ไม่'],ไม่,41
ไม้,['ไม้'],ไม้,2
ไม่เห็น,['ไม่เห็น'],ไม่เห็น,3
ไม่ค่อย,['ไม่ค่อย'],ไม่ค่อย,2
ไล่,['ไล่'],ไล่,4
ไลน์,['ไลน์'],ไลน์,2
ไว้,['ไว้'],ไว้,71
ไว้หน้า,['ไว้หน้า'],ไว้หน้า,5
ไส่,['ไส่'],ไส่,2
ไหน,['ไหน'],ไหน,2
ไหม้,['ไหม้'],ไหม้,4
ไหร่,['ไหร่'],ไหล่,14
ไหล,['ไหล'],ไหล,7
ไหล่,['ไหร่'],ไหล่,14
ไอ,['ไอ'],ไอ,5
ไอเสีย,['ไอเสีย'],ไอเสีย,2
ไฮดรอลิก,['ไฮดรอลิก'],ไฮดรอลิก,2
ก็,['ก็'],ก็,8
กก,['กด'],กด,21
กฎหมาย,['กฎหมาย'],กฎหมาย,2
กด,['กด'],กด,2
กน,['กรณ์'],กรณ์,2
กร,['กรณ์'],กรณ์,14
กรณ์,['กรณ์'],กรณ์,5
กรณี,['กรณ์'],กรณ์,4
กรด,['กรด'],กรด,2
กรน,['กรณ์'],กรณ์,7
กรม,['กรม'],กรม,2
กรร,['กรร'],กรณ์,2
กรวย,['กรวย'],กรวย,3
กรอก,['กรอก'],กรอก,2
กรอง,['กรอง'],กรอง,2
กรอน,['กรอง'],กรอง,2
กรอน,['กร่อน'],กร่อน,2
กร่อน,['กร่อน'],กร่อน,2
กระ,['กระ'],กระ,2
กระเช้า,['กระเช้า'],กระเช้า,8
กระเด็น,['กระเด็น'],กระเด็น,4
กระเป๋า,['กระเป๋า'],กระเป๋า,2
กระเป๋ากางเกง,['กระเป๋ากางเกง'],กระเป๋ากางเกง,2
กระแทก,['กระแทก'],กระแทก,6
กระแส,['กระแส'],กระแส,61
กระจก,['กระจก'],กระจก,11
กระจัดกระจาย,['กระจัดกระจาย'],กระจัดกระจาย,3
กระจาย,['กระจาย'],กระจาย,2
กระดก,['กระดก'],กระดก,3
กระดาน,['กระดาน'],กระดาน,3
กระดาษ,['กระดาษ'],กระดาษ,4
กระตุก,['กระตุก'],กระตุก,2
กระทบ,['กระทบ'],กระทบ,2
กระบวนการผลิต,['กระบวนการผลิต'],กระบวนการผลิต,26
กระบอก,['กระบอก'],กระบอก,2
กระบะ,['กระบะ'],กระบะ,3
กระป๋อง,['กระป๋อง'],กระป๋อง,2
กระสอบ,['กระสอบ'],กระสอบ,3
กร้า,['กร้า'],กร้า,3
กราฟ,['กราฟ'],กราฟ,3
กราว,['กราว'],กราว,40
กรี,['กรี'],กรี,6
กรีด,['กรีด'],กรีด,29
กล่อง,['กล่อง'],กล่อง,12
กล้อง,['กล้อง'],กล้อง,9
กล้องวัดระดับ,['กล้องวัดระดับ'],กล้องวัดระดับ,20
กลับ,['กลับ'],กลับ,23
กลับคืน,"['กลับคืน', 'กลางคืน', 'กลับคำ']",กลับคืน,7
กลับมา,"['กลับมา', 'กลับ', 'หลับตา', 'ลับตา', 'กลับทาง', 'กลับคำ']",กลับมา,3
กล้า,['กล้า'],กล้า,3
กลาง,['กลาง'],กลาง,3
กลางคืน,['กลางคืน'],กลางคืน,4
กล่าว,['กล่าว'],กล่าว,3
กลิ่น,['กลิ่น'],กลิ่น,15
กลึง,['กลึง'],กลึง,19
กลึง,['กลึง'],กลึง,3
กว่า,['กว่า'],กว่า,7
กว้าง,['กว้าง'],กว้าง,3
กวาด,['กวาด'],กวาด,23
กอ,['กอง'],กอง,11
ก่อ,['ก่อ'],ก่อ,3
ก่อ,['ก่อ'],ก่อ,3
ก่อให้เกิด,['ก่อให้เกิด'],ก่อให้เกิด,3
กอง,['กอง'],กอง,39
กอน,['กอน'],กอน,3
กอน,['ก่อน'],ก่อน,3
กอน,['กอน'],กอน,3
ก่อน,['ก่อน'],ก่อน,32
ก่อสร้าง,['ก่อสร้าง'],ก่อสร้าง,5
ก่อสร้าง,['ก่อสร้าง'],ก่อสร้าง,4
กออิฐ,['ก่ออิฐ'],ก่ออิฐ,1
กะ,['กะ'],กะ,5
กัด,['กัด'],กัด,48
กัน,['กัน'],กัน,93
กั้น,['กั้น'],กั้น,8
กันแดด,['กันแดด'],กันแดด,2
กันชน,['กันชน'],กันชน,8
กันน้ำ,"['กันน้ำ', 'กินน้ำ', 'ปันน้ำ']",กันน้ำ,2
กันฝน,['กันชน'],กันชน,4
กันภัย,['กันภัย'],กันภัย,2
กันสาด,['กันสาด'],กันสาด,12
กับ,['กับ'],กับ,149
กา,['กา'],กา,2
กาก,['กาก'],กาก,20
กาง,['กาง'],กาง,2
กางเกง,['กางเกง'],กางเกง,3
ก้าน,['ก้าน'],ก้าน,4
กาย,['กาย'],กาย,3
การ,['การ'],การ,214
การ,['การ'],การ,3
การโยน,"['การโยน', 'กาเรียน', 'กาเยน', 'การย์']",การโยน,2
การใช้งาน,['การใช้งาน'],การใช้งาน,6
การคำนวณ,['การคำนวณ'],การคำนวณ,2
การณ์,['การณ์'],การณ์,2
การ์ด,['การ์ด'],การ์ด,30
การตรวจวัด,['การตรวจวัด'],การตรวจวัด,2
การทาสี,['การทาสี'],การทาสี,2
การทำงาน,['การทำงาน'],การทำงาน,29
การนำ,"['การนำ', 'การ', 'การณ์', 'การ์ด', 'การ์', 'การก', 'กาน', 'กานน', 'กรำ', 'กรน', 'กาน้ำ', 'กราน', 'กร่ำ', 'กานา', 'กาวน์', 'การ์ท', 'การุญ', 'การ์ต', 'ถามนำ', 'การิม', 'กายน์', 'การร์', 'กร้ำ', 'การ์ธ', 'การด์', 'การาจ', 'การย์', 'บารนี']",การนำ,8
การปฏิบัติ,['การปฏิบัติ'],การปฏิบัติ,2
การประเมิน,['การประเมิน'],การประเมิน,2
การป้องกัน,['การป้องกัน'],การป้องกัน,5
การปิดกั้น,['การปิดกั้น'],การปิดกั้น,7
การผลิ,['การผลิ'],การผลิต,2
การผลิต,['การผลิต'],การผลิต,2
การผูก,"['การผูก', 'การก', 'การบูร', 'การเวก']",การผูก,3
การรื้อ,['การรื้อ'],การรื้อ,2
การลุก,"['การลุก', 'การก', 'การเวก', 'การุญ', 'กรุก', 'กาลิก', 'พาลุก', 'กลุก']",การลุก,2
การสกัด,['การสกัด'],การสกัด,2
การสัมผัส,['การสัมผัส'],การสัมผัส,2
กาว,['กาว'],กาว,3
กาศ,['กาศ'],กาศ,4
กำ,['กำ'],กำ,3
กำจัด,['กำจัด'],กำจัด,307
กำมะลอ,['กำมะลอ'],กำมะลอ,2
กำลัง,['กำลัง'],กำลัง,8
กำลังคน,"['กำลัง', 'กำลังใจ', 'กลางคน', 'กำลังดี']",กำลัง,2
กำหนด,['กำหนด'],กำหนด,13
กิ้,['กิจ'],กิจ,2
กิจกรรม,['กิจกรรม'],กิจกรรม,2
กิจการ,['กิจการ'],กิจการ,2
กีด,['กีด'],กีด,3
กีดขวาง,['กีดขวาง'],กีดขวาง,32
กุ,['กุญ'],กุญ,2
กุญ,['กุญ'],กุญ,2
กุญแจ,['กุญแจ'],กุญแจ,5
ขณะ,['ขณะ'],ขณะ,73
ขณะที่,['ขณะที่'],ขณะที่,14
ขด,['ขด'],ขด,3
ขดลวด,['ขดลวด'],ขดลวด,3
ขน,['ขน'],ขน,423
ข้น,['ขน'],ขน,2
ขนขยะ,['ขนขยะ'],ขนขยะ,3
ขนของ,['ขนของ'],ขนของ,5
ขนย้าย,"['ขนย้าย', 'ขยาย', 'ย้าย', 'คนร้าย', 'น้าย', 'ขนาย', 'นยาย']",ขนย้าย,2195
ขนส่ง,['ขนส่ง'],ขนส่ง,2
ขนาด,['ขนาด'],ขนาด,12
ขนาดเล็ก,['ขนาดเล็ก'],ขนาดเล็ก,10
ขนาดใหญ่,['ขาวใหญ่'],ขาวใหญ่,2
ขบวน,['ขบวน'],ขบวน,5
ขยะ,['ขยะ'],ขยะ,26
ขยับ,['ขยับ'],ขยับ,6
ขยาย,['ขยาย'],ขนย้าย,18
ขยายผล,['ขยาย'],ขยาย,3
ขวด,['ขวด'],ขวด,5
ขวาง,['ขวาง'],ขวาง,6
ขอ,['ขอ'],ขอ,104
ข้อ,['ข้อ'],ข้อ,22
ข้อกำหนด,['ข้อกำหนด'],ข้อกำหนด,7
ของ,['ของ'],ของ,568
ข้อง,['ข้อง'],ข้อง,2
ของเก่า,['ของเก่า'],ของเก่า,4
ของเสีย,['ของเสีย'],ของเสีย,10
ของเหลว,['ของเหลว'],ของเหลว,2
ของไหล,['ของไหล'],ของไหล,2
ของง,['ของ'],ของ,12
ข้อต่อ,['ข้อต่อ'],ข้อต่อ,10
ขอบ,['ขอบ'],ขอบ,15
ขอบเขต,['ขอบเขต'],ขอบเขต,3
ข้อมูล,['ข้อมูล'],ข้อมูล,20
ขออนุญาต,['ขออนุญาต'],ขออนุญาต,21
ขัง,['ขัง'],ขัง,3
ขัด,['ขัด'],ขัด,294
ขัดสี,"['ขัดสี', 'ขัดสน', 'บัดสี']",ขัดสี,5
ขัน,['ขั้น'],ขั้น,114
ขั้นตอน,['ขั้นตอน'],ขั้นตอน,5
ขั้นบันได,['ขั้นบันได'],ขั้นบันได,3
ขับรถ,['ขับรถ'],ขับรถ,2
ขา,['ข้าง'],ข้าง,21
ข้า,['ข้าง'],ข้าง,2
ข้าง,['ข้าง'],ข้าง,43
ข้างเดียว,['ข้างเคียง'],ข้างเคียง,2
ข้างมาก,['ข้างมาก'],ข้างมาก,3
ขาด,['ขาด'],ขาด,10
ข้าม,['ข้าม'],ข้าม,31
ข้ามถนน,['ข้ามถนน'],ข้ามถนน,25
ข่าย,['ข่าย'],ข่าย,3
ขาว,['ขาว'],ขาว,6
ขึง,['ขึง'],ขึง,2
ขึน,['ขึ้น'],ขึ้น,3
ขึ้น,['ขึ้น'],ขึ้น,51
ขึ้นไป,"['ขึ้นไป', 'ขึ้น', 'ขึ้นใจ', 'ขึ้นหา']",ขึ้นไป,14
ขึ้นรถ,"['ขึ้นรถ', 'ขึ้น', 'ขึ้นใจ', 'ขึ้นหา', 'ขึ้นครู']",ขึ้นรถ,3
ขุด,['ขุด'],ขุด,372
ขุดเจาะ,['ขุดเจาะ'],ขุดเจาะ,7
ขุ่น,['ขุ่น'],ขุ่น,4
คง,['คง'],คง,3
คณะ,['คณะ'],คณะ,2
คน,['คน'],คน,161
คนเดียว,"['คนเดียว', 'เดียว', 'ทีเดียว', 'ตาเดียว', 'ใจเดียว', 'จานเดียว']",คนเดียว,4
คนงาน,['คนงาน'],คนงาน,2
ค้นหา,['ค้นหา'],ค้นหา,3
คม,['คม'],คม,3
คม,['คม'],คม,2
ครบ,['ครบ'],ครบ,6
ครบถ้วน,['ครบถ้วน'],ครบถ้วน,4
ครอบ,['ครอบ'],ครอบ,12
ครอบคลุม,['ครอบคลุม'],ครอบคลุม,31
ครั้ง,['ครั้ง'],ครั้ง,10
ครั้งที่,['ครั้งที่'],ครั้งที่,3
ครั้งนี้,"['ครั้งนี้', 'ทั้งนี้', 'ครั้งนั้น']",ครั้งนี้,2
ครับ,['ครับ'],ครับ,3
คราบ,['คราบ'],คราบ,9
คราว,['คราว'],คราว,3
คล,['คล้อง'],คล้อง,2
คลอง,['คลอง'],คลอง,3
คล้อง,['คล้อง'],คล้อง,89
คลาย,['คล้าย'],คล้าย,2
คล้าย,['คล้าย'],คล้าย,2
คลี,['คลี่'],คลี่,2
คลุม,['คลุม'],คลุม,5
ควง,['ควง'],ควง,2
ควบ,['ควบ'],ควบ,3
ควบคุม,['ควบคุม'],ควบคุม,10
ควร,['ควร'],ควร,3
ควัน,['ควัน'],ควัน,2
คว้าน,['คว้าน'],คว้าน,17
ความ,['ความ'],ความ,229
ความเสี่ยง,['ความเสี่ยง'],ความเสี่ยง,27
ความเสียหาย,['ความเสียหาย'],ความเสียหาย,5
ความชื้น,['ความชื้น'],ความชื้น,3
ความปลอดภัย,['ความปลอดภัย'],ความปลอดภัย,3
ความร้อน,['ความร้อน'],ความร้อน,11
ความลึก,['ความลึก'],ความลึก,5
ความสะอาด,['ความสะอาด'],ความสะอาด,258
ความสูง,['ความสูง'],ความสูง,53
คอ,['คอ'],คอ,7
คอก,['คอก'],คอก,3
คอง,['คอง'],คอง,3
คอง,['คลอง'],คลอง,3
คอน,['คอน'],คอน,5
คอน,['ค้อน'],ค้อน,5
ค่อน,['ค่อน'],ค่อน,3
ค่อน,['ค้อน'],ค้อน,3
ค้อน,['ค้อน'],ค้อน,3
คอนเทนเนอร์,['คอนเทนเนอร์'],คอนเทนเนอร์,6
คอนกรีต,['คอนกรีต'],คอนกรีต,138
ค่อนข้าง,['ค่อนข้าง'],ค่อนข้าง,3
คอม,['คอม'],คอม,3
คอมพิวเตอร์,['คอมพิวเตอร์'],คอมพิวเตอร์,2
ค่อย,['ค่อย'],ค่อย,3
คัด,['คัด'],คัด,3
คัดแยก,['คัดแยก'],คัดแยก,2
คันดิน,"['คันดิน', 'ผืนดิน', 'สันดาน', 'สันดอน', 'หัสดิน', 'ทันกิน', 'รันอิน']",คันดิน,3
คับ,['คับ'],คับ,3
คับแคบ,['คับแคบ'],คับแคบ,6
คา,['คา'],คา,12
ค่า,['ค่า'],ค่า,170
คาง,['คาง'],คาง,3
ค้าง,['ค้าง'],ค้าง,25
คาด,['คาด'],คาด,3
คาน,['คาน'],คาน,48
คาร์,['คาร์'],คาร์,3
คาร์บอเนต,['คาร์บอเนต'],คาร์บอเนต,2
คาร์บอน,['คาร์บอน'],คาร์บอน,2
คำ,['ค้ำ'],ค้ำ,3
คำ,['คำ'],คำ,3
ค้ำ,['ค้ำ'],ค้ำ,2
คำนวณ,['คำนวณ'],คำนวณ,7
คำสั่ง,['คำสั่ง'],คำสั่ง,6
คืน,['คืน'],คืน,4
คือ,['คือ'],คือ,6
คุณ,['คุณ'],คุณ,3
คุณภาพ,['คุณภาพ'],คุณภาพ,73
คุม,['คลุม'],คลุม,10
คุม,['คุม'],คุม,5
คู่,['คู่'],คู่,5
งอ,['งอ'],งอ,4
งา,['งาน'],งาน,8
งาน,['งาน'],งาน,2370
ง่าน,['งาน'],งาน,20
ง้าน,['งาน'],งาน,10
ง๊าน,['งาน'],งาน,8
งานก่อสร้าง,['งานก่อสร้าง'],งานก่อสร้าง,2
งานค้าง,['งานช้าง'],งานช้าง,4
งานวัด,"['งานวัด', 'งูสวัด', 'งาตัด']",งานวัด,3
งาย,['งาน'],งาน,2
ง่าย,['ง่าย'],ง่าย,2
จก,['จก'],จก,4
จด,['จด'],จด,6
จน,['จน'],จน,12
จบ,['จบ'],จบ,10
จมน้ำ,['จมน้ำ'],จมน้ำ,3
จรวจ,['ตรวจ'],ตรวจ,1
จราจร,['จราจร'],จราจร,2
จริง,['จริง'],จริง,3
จอ,['จอ'],จอ,20
จอ,['จอ'],จอ,7
จอด,['จอด'],จอด,8
จอดรถ,['จอดรถ'],จอดรถ,5
จอม,['จอม'],จอม,9
จะ,['จะ'],จะ,29
จะแจ้ง,['จะแจ้ง'],จะแจ้ง,2
จัก,['จักร'],จักร,12
จักร,['จักร'],จักร,59
จักรยาน,['จักรยาน'],จักรยาน,3
จัง,['จัง'],จัง,4
จังหวะ,['จังหวะ'],จังหวะ,2
จัด,['จัด'],จัด,4
จัดเก็บ,"['จัดเก็บ', 'ตัดเย็บ', 'กักเก็บ']",จัดเก็บ,39
จัดเตรียม,['จัดเตรียม'],จัดเตรียม,4
จัดทำ,['จัดทำ'],จัดทำ,3
จัดวาง,['จัดวาง'],จัดวาง,6
จัดหา,['จัดหา'],จัดหา,3
จัน,['จั่น'],จั่น,2
จั่น,['จั่น'],จั่น,5
จั้น,['จั่น'],จั่น,2
จับ,['จับ'],จับ,6
จับ,['จับ'],จับ,2
จา,['จา'],จาก,2
จาก,['จาก'],จาก,159
จาง,['จาง'],จาง,4
จาน,['จาน'],จาน,5
จาย,['จาก'],จาก,5
จาย,['จ่าย'],จ่าย,5
จาย,['จาย'],จาย,5
จ่าย,['จ่าย'],จ่าย,5
จ่ายไฟ,"['จ่าย', 'สายไฟ', 'ช่างไฟ']",จ่ายไฟ,4
จารบี,"['จารี', 'จาระบี']",จารบี,16
จาระบี,['จาระบี'],จารบี,4
จาะ,['เจาะ'],เจาะ,1
จำกัด,['จำกัด'],จำกัด,3
จำนวน,['จำนวน'],จำนวน,6
จำนวนมาก,['จำนวนมาก'],จำนวนมาก,8
จี,['จึง'],จึง,2
จี้,['จึง'],จึง,2
จึง,['จึง'],จึง,60
จุ,['จุด'],จุด,2
จุด,['จุด'],จุด,261
จุดต่อ,"['จุดต่อ', 'ติดต่อ', 'จุดอ่อน', 'จดจ่อ', 'จต่อ']",จุดต่อ,3
จุดยืน,['จุดยืน'],จุดยืน,6
ฉนวน,['ฉนวน'],ฉนวน,16
ฉบับ,['ฉบับ'],ฉบับ,4
ฉาก,['ฉาก'],ฉาก,2
ฉาบ,['ฉาบ'],ฉาบ,29
ฉาบปูน,['ฉาบปูน'],ฉาบปูน,15
ฉีด,['ฉีด'],ฉีด,20
ฉุกเฉิน,['ฉุกเฉิน'],ฉุกเฉิน,3
ชน,['ขน'],ขน,10
ชนิด,['ชนิด'],ชนิด,6
ชม,['ชม'],ชม,4
ช้รถเฮี๊ยบ,['ใช้รถเฮี๊ยบ'],ใช้รถเฮี๊ยบ,4
ช่วง,['ช่วง'],ช่วง,13
ช่วงเวลา,['ล่วงเวลา'],ล่วงเวลา,2
ช่วย,['ช่วย'],ช่วย,12
ช่วยเหลือ,['ช่วยเหลือ'],ช่วยเหลือ,3
ช่วยชีวิต,['ช่วยชีวิต'],ช่วยชีวิต,4
ช่อง,['ช่อง'],ช่อง,52
ช่องโหว่,['ช่องโหว่'],ช่องโหว่,3
ช่องว่าง,['ช่องว่าง'],ช่องว่าง,4
ชอบ,['ชอบ'],ชอบ,4
ชะล้าง,['ชะล้าง'],ชะล้าง,2
ชัดเจน,['ชัดเจน'],ชัดเจน,3
ชัน,['ชัน'],ชั้น,2
ชั้น,['ชั้น'],ชั้น,485
ชั้นเดียว,['ชั้นเดียว'],ชั้นเดียว,2
ชั้นบน,['ชั้นใน'],ชั้นใน,3
ชั้นล่าง,['ชั้นล่าง'],ชั้นล่าง,6
ชัย,['ชั่ว'],ชั่ว,2
ชั่วคราว,['ชั่วคราว'],ชั่วคราว,2
ช่าง,['ช่าง'],ช่าง,19
ช่างเชื่อม,['ช่างเชื่อม'],ช่างเชื่อม,4
ชำรุด,['ชำรุด'],ชำรุด,28
ชิ้นงาน,['ชิ้นงาน'],ชิ้นงาน,12
ชี้,['ชิ้น'],ชิ้น,4
ชีวิต,['ชีวิต'],ชีวิต,4
ชื้น,['ชื้น'],ชื้น,4
ชื่อ,['ชื่อ'],ชื่อ,4
ชุด,['ชุด'],ชุด,17
ซ่,['ซ่อม'],ซ่อม,6
ซ่อง,['ซ่อง'],ซ่อม,3
ซ้อน,['ซ้อน'],ซ้อน,3
ซ่อม,['ซ่อม'],ซ่อม,219
ซ่อมบำรุง,['ซ่อมบำรุง'],ซ่อมบำรุง,2
ซ้ำ,['ซ้ำ'],ซ้ำ,2
ซ้ำซ้อน,['ซ้ำซ้อน'],ซ้ำซ้อน,3
ซิ,['ซีด'],ซีด,12
ซี,['ซีด'],ซีด,2
ซีด,['ซีด'],ซีด,3
ซึ่ง,['ซึ่ง'],ซึ่ง,53
ซึ่งหน้า,['ซึ่งหน้า'],ซึ่งหน้า,2
ซึม,['ซึม'],ซึม,3
ฌศษ,"['เศษ', 'โศษ']",เศษ,2
ญาติ,['ญาติ'],ญาติ,3
ฐาน,['ฐาน'],ฐาน,26
ณ์,"['อุปกรณ์', 'ณา', 'ณี', 'ณุ', 'ณะ', 'ณิ', 'ณพ', 'รณ์', 'ณู', 'ษณ์', 'ณณ', 'ณก', 'ณญ', 'ณำ', 'ณฑ์', 'ณต', 'ธณ์', 'มณ์']",ณ์,37
ณณ์,"['รณ์', 'ษณ์', 'ณณ', 'ณฑ์', 'มณ์', 'ธณ์']",รณ์,3
