words,spell,correct,frequency
บำรุง,['บำรุง'],บำรุง,4
บิด,['บิด'],บิด,2
บี,['บิด'],บิด,2
บุ,['บุ'],บุ,2
บุญ,['บุญ'],บุญ,5
ป,"['ไป', 'ปี', 'ปา', 'ปู', 'ปน', 'ปก', 'ปะ', 'โป', 'ปิ', 'ปม', 'ปอ', 'เป', 'ปร', 'ปุ', 'แป', 'ปง', 'อป', 'ปด', 'สป', 'ปต', 'ลป', 'ปฏ', 'รป', 'ใป', 'ปฤ', 'ปล', 'ปป', 'ปท', 'ยป', 'ดป', 'ทป', 'ตป', 'ปฐ', 'ธป', 'ปำ', 'ปจ', 'ปบ', 'ปณ', 'ปญ', 'ฑป', 'ปช', 'ปถ', 'ปส', 'ปค', 'ปึ', 'ถป', 'วป', 'ปพ']",ไป,16
ปกติ,['ปกติ'],ปกติ,6
ปกติ,['ปกติ'],ปกติ,5
ปกรณ์,['อุปกรณ์'],กรณ์,6
ปข,['ปก'],ปก,5
ปค,['ปค'],ปก,5
ปฎิบัติ,['ปฏิบัติ'],ปฏิบัติ,12
ปฏิบัติ,['ปฏิบัติ'],ปฏิบัติ,4
ปฏิบัติงาน,['ปฏิบัติงาน'],ปฏิบัติงาน,85
ปฐม,['ปฐม'],ปฐม,2
ปฐมพยาบาล,['ปฐมพยาบาล'],ปฐมพยาบาล,2
ปรก,['ปกติ'],ปก,7
ประ,['ประ'],ประ,24
ประเภท,['ประเภท'],ประเภท,10
ประเมิน,['ประเมิน'],ประเมิน,21
ประแจ,['ประแจ'],ประแจ,16
ประกอบ,['ประกอบ'],ประกอบ,1413
ประกอบการ,['ประกอบการ'],ประกอบการ,5
ประกันภัย,['ประกันภัย'],ประกันภัย,2
ประกายไฟ,['ประกายไฟ],ประกายไฟ,2
ประคอง,['ประคอง'],ประคอง,2
ประจำ,['ประจำ'],ประจำ,3
ประจำเดือน,['ประจำเดือน'],ประจำเดือน,4
ประจำปี,['ประจำ'],ประจำ,3
ประตู,['ประตู'],ประตู,20
ประตูรั้ว,['ประตูรั้ว'],ประตูรั้ว,2
ประมาณ,['ประมาณ'],ประมาณ,22
ปรับ,['ปรับ'],ปรับ,199
ปรับปรุง,['ปรับปรุง'],ปรับปรุง,2
ปรับพื้น,['ปรับพื้น'],ปรับพื้น,3
ปรับระดับ,['ปรับระดับ'],ปรับระดับ,93
ปรากฏ,['ปรากฏ'],ปรากฏ,2
ปริมาณ,['ปริมาณ'],ปริมาณ,2
ปรุง,['ปรุง'],ปรุง,2
ปลด,['ปลด'],ปลด,17
ปลอก,['ปลอก'],ปลอก,2
ปล่อง,['ปล่อง'],ปล่อง,43
ปลอด,['ปลอด'],ปลอด,6
ปลอดภัย,['ปลอดภัย'],ปลอดภัย,9
ปล่อย,['ปล่อย'],ปล่อย,2
ปลั๊กไฟ,['ปลั๊กไฟ'],ปลั๊กไฟ,3
ปลา,['ปลาย'],ปลาย,5
ปลาย,['ปลาย'],ปลาย,7
ปลิว,['ปลิว'],ปลิว,3
ป้อง,['ป้อง'],ป้อง,2
ป๋อง,['ป๋อง'],ป๋อง,6
ป้องกัน,['ป้องกัน'],ป้องกัน,38
ปัก,['ปัด'],ปัด,3
ปัจจุบัน,['ปัจจุบัน'],ปัจจุบัน,3
ปัญหา,['ปัญหา'],ปัญหา,5
ปัด,['ปัด'],ปัด,20
ปั่น,['ปั่น'],ปั่น,3
ปั่น,['ปั่น'],ปั้น,3
ปั้น,['ปั้น'],ปั้น,5
ปั่นไฟ,['ปั่นไฟ'],ปั่นไฟ,4
ปั้นจั่น,['ปั้นจั่น'],ปั้นจั่น,4
ปั้นจั่น,['ปั้นจั่น'],ปั้นจั่น,3
ปั้ม,['ปั๊ม'],ปั๊ม,5
ปาก,['ปาก'],ปาก,6
ปาด,['ปาด'],ปาด,3
ป่าย,['ป่าย'],ป่าย,4
ป้าย,['ป้าย'],ป้าย,36
ป้าย,['ป้าย'],ป้าย,5
ป่าว,['ป่าว'],ป่าว,2
ปิด,['ปิด'],ปิด,51
ปิดกั้น,['ปิดกั้น'],ปิดกั้น,20
ปิดงาน,"['ปิดงาน', 'จัดงาน', 'ปิดปาก', 'ปิดตาย', 'ปิดใน']",ปิดงาน,3
ปิดล้อม,"['ปิดล้อม', 'แวดล้อม']",ปิดล้อม,58
ปี,['ปีน'],ปีน,4
ปีน,['ปีน'],ปีน,13
ปีนป่าย,['ปีนป่าย'],ปีนป่าย,3
ปุ,['ปุก'],ปุก,2
ปุก,['ปุก'],ปุก,3
ปุ่ม,['ปุ่ม'],ปุ่ม,7
ปู,['ปู'],ปู,79
ปูน,['ปูน'],ปูน,447
ปูพื้น,['ปูพื้น'],ปูพื้น,2
ผนัง,['ผนัง'],ผนัง,284
ผล,['ผล'],ผล,5
ผลกระทบ,['ผลกระทบ'],ผลกระทบ,2
ผลงาน,['ผลงาน'],ผลงาน,5
ผลัก,['ผลัก'],ผลัก,6
ผลิ,['ผลิต'],ผลิต,5
ผลิด,['ผลิด'],ผลิต,7
ผลิต,['ผลิต'],ผลิต,2
ผสม,['ผสม'],ผสม,5
ผัส,['ผัส'],ผัส,5
ผ่า,['ผ่า'],ผ่า,4
ผ้า,['ผ้า'],ผ้า,57
ผ้า,['ผ้า'],ผ้า,5
ผ้าใบ,['ผ้าใบ'],ผ้าใบ,45
ผ่าน,['ผ่าน'],ผ่าน,35
ผ่าน,['ผ่าน'],ผ่าน,2
ผิ,['ผิด'],ผิด,77
ผิด,['ผิด'],ผิด,10
ผิด,['ผิด'],ผิด,9
ผิดปกติ,['ผิดปกติ'],ผิดปกติ,7
ผิว,['ผิว'],ผิว,183
ผึ้ง,['ผึ้ง'],ผึ้ง,4
ผุ,['ผุ'],ผุ,2
ผุกร่อน,['ผุกร่อน'],ผุกร่อน,2
ผู่,['ผู้'],ผู้,40
ผู้,['ผู้'],ผู้,40
ผู้แสดง,['ผู้แสดง'],ผู้แสดง,3
ผูก,['ผูก'],ผูก,295
ผูกมัด,['ผูกมัด'],ผูกมัด,18
ผู้ควบคุม,['ผู้ควบคุม'],ผู้ควบคุม,2
ผู้ช่วย,['ผู้ช่วย'],ผู้ช่วย,7
ผู้ตรวจ,['ผู้ตรวจ'],ผู้ตรวจ,2
ผู้ปฏิบัติงาน,['ผู้ปฏิบัติงาน'],ผู้ปฏิบัติงาน,119
ผู้รับเหมา,['ผู้รับเหมา'],ผู้รับเหมา,4
ผู้รับผิดชอบ,['ผู้รับผิดชอบ'],ผู้รับผิดชอบ,2
ผู้หญิง,['ผู้หญิง'],ผู้หญิง,3
ฝน,['ฝน'],ฝน,2
ฝนตก,"['ฝนตก', 'นัก', 'นอก', 'ตก', 'นึก', 'หนัก', 'นก', 'ฝน', 'ฝึก', 'สนุก', 'แตก', 'ฝาก', 'นรก', 'ผนวก', 'นาก', 'นิก', 'วิตก', 'เนตร', 'ยนต์', 'มนต์', 'ฝัก', 'ผนึก', 'พนัก', 'ชนก', 'กนก', 'เนก', 'สนิก', 'เนต', 'เนติ', 'คอตก', 'ทนต์', 'หนอก', 'ภนต์', 'นุก', 'ชนัก', 'เน็ก', 'นต', 'แนต', 'โตก', 'หนุก', 'ฉนาก', 'หนวก', 'ขนาก', 'รนต์', 'หนก', 'ไนต์', 'เนต์', 'แนก', 'เนติก', 'หนึก', 'ธนิก', 'นีก', 'ขนูก', 'ฝีก', 'สโตก', 'เตก', 'จนก', 'แน็ก', 'อันตก', 'มนต', 'มนัก', 'นต์', 'เน้ก', 'หาตก', 'สเตก', 'สนึก', 'ตแตก', 'ฝก', 'ในต์ก', 'พนวก', 'สนัก', 'คนต', 'ผนก', 'โนก', 'ปนิก', 'ฝูก']",ฝนตก,6
ฝัก,['ฝัก'],ฝัก,2
ฝักบัว,['ฝักบัว'],ฝักบัว,2
ฝัง,['ฝัง'],ฝัง,5
ฝั่ง,['ฝั่ง'],ฝั่ง,11
ฝา,['ฝา'],ฝา,147
ฝาครอบ,"['ฝาครอบ', 'ครอบ']",ฝาครอบ,2
ฝุ่น,['ฝุ่น'],ฝุ่น,8
พนักงาน,['พนักงาน'],พนักงาน,8
พบ,['พบ'],พบ,137
พบเห็น,"['พบเห็น', 'เห็น', 'อีเห็น']",พบเห็น,4
พยาบาล,['พยาบาล'],พยาบาล,3
พร้อม,['พร้อม'],พร้อม,7
พร้อมกัน,['พร้อมกับ'],พร้อมกับ,8
พร้อมทั้ง,['พร้อมทั้ง'],พร้อมทั้ง,2
พลัดตก,"['พลัดตก', 'พลัด', 'พลั่ก', 'พลัก']",พลัดตก,5
พลาส,['พลาส'],พลาส,5
พลาสติก,['พลาสติก'],พลาสติก,8
พอ,['พอ'],พอ,2
พัก,['พัก'],พัก,17
พัง,['พัง'],พัง,3
พัด,['พัด'],พัด,30
พัดลม,['พัดลม'],พัดลม,24
พัดลมระบายอากาศ,['พัดลมระบายอากาศ'],พัดลมระบายอากาศ,3
พัน,['พัน'],พัน,12
พับ,['พับ'],พับ,3
พา,['พา'],พา,18
พาด,['พาด'],พาด,21
พาน,['พาน'],พาน,2
พาหนะ,['พาหนะ'],พาหนะ,4
พาหะ,['พาหะ'],พาหะ,2
พิกัด,['พิกัด'],พิกัด,3
พิง,['พิง'],พิง,2
พิจารณา,['พิจารณา'],พิจารณา,2
พิวเตอร์,['พิวเตอร์'],พิวเตอร์,4
พิษ,['พิษ'],พิษ,2
พี่,['พี่'],พี่,3
พืช,['พืช'],พืช,3
พืน,['พื้น'],พื้น,5
พื่น,['พื้น'],พื้น,2
พื้น,['พื้น'],พื้น,70
พื้นคอนกรีต,['พื้นคอนกรีต'],พื้นคอนกรีต,23
พื้นดิน,['พื้นดิน'],พื้นดิน,2
พื้นที่,['พื้นที่'],พื้นที่,655
พื้นผิว,['พื้นผิว'],พื้นผิว,22
พุก,['พุก'],พุก,5
พุ่ง,['พุ่ง'],พุ่ง,2
พุด,['พูด'],พูด,3
พูดคุย,['พูดคุย'],พูดคุย,2
ฟ้,"['ฟ้า', 'ฟู', 'ฟา', 'ฟี', 'ฟิ', 'ฟอ', 'ฟะ', 'ฟุ', 'ฟก', 'ฟง', 'ฟ้ง', 'ฟ้อ', 'ฟม', 'ใฟ้', 'ฟต', 'ฟฎ', 'ฟี้', 'ฟด', 'ฟ้น', 'ฟล', 'โฟ้', 'ไฟ้', 'ฟจ', 'ฟู้', 'ฟน']",ฟ้า,2
ฟ้า,['ฟ้า'],ฟ้า,4
ฟาง,['ฟาง'],ฟาง,3
ฟ้าผ่า,['ฟ้าผ่า'],ฟ้าผ่า,3
ฟุ้ง,['ฟุ้ง'],ฟุ้ง,6
ฟุ้งกระจาย,['ฟุ้งกระจาย'],ฟุ้งกระจาย,5
ฟุต,['ฟุต'],ฟุต,2
ฟุตบาท,['ฟุตบาท'],ฟุตบาท,2
ภอด,"['ยอด', 'จอด', 'อด', 'ทอด', 'รอด', 'กอด', 'ถอด', 'ปอด', 'สอด', 'ลอด', 'แอด', 'ออด', 'มอด', 'บอด', 'ขอด', 'ฉอด', 'ตอด', 'คอด', 'วอด', 'โอด', 'ดอด', 'ซอด', 'พอด', 'ฟอด', 'ฮอด', 'เอด', 'นอด', 'ภอ', 'งอด', 'ผอด', 'ชอด']",ยอด,3
ภัย,['ภัย'],ภัย,6
ภาชนะ,['ภาชนะ'],ภาชนะ,2
ภาพ,['ภาพ'],ภาพ,5
ภายใน,['ภายใน'],ภายใน,47
ภายนอก,['ภายนอก'],ภายนอก,23
มอเตอร์,['มอเตอร์'],มอเตอร์,97
มอง,['มอง'],มอง,4
มองเห็น,['มองเห็น'],มองเห็น,4
มองไม่เห็น,['มองไม่เห็น'],มองไม่เห็น,2
มะลอ,['มะลอ'],มะลอ,2
มัด,['มัด'],มัด,8
มัน,['มัน'],มัน,3
มั่น,['มั่น'],มั่น,4
มั่นคง,['มั่นคง'],มั่นคง,3
มั่นคงแข็งแรง,['มั่นคงแข็งแรง'],มั่นคงแข็งแรง,2
มา,['มา'],มา,92
มาก,['มาก'],มาก,6
มากเกินไป,['มากเกินไป'],มากเกินไป,3
มากกว่า,"['มากกว่า', 'หากว่า', 'มาตรว่า']",มากกว่า,14
มากขึ้น,"['มากขึ้น', 'มือขึ้น']",มากขึ้น,2
มาจาก,"['มาจาก', 'จาก', 'มาก', 'วาจา', 'มาร์ก', 'มาลา', 'มายา', 'มาดา', 'มาดาม', 'มาตา', 'มาติก', 'ยาจก', 'มายากล', 'ตีจาก', 'กาฝาก', 'นกจาก', 'วาจก', 'อาจาด', 'อาจาร', 'มมาก', 'มาจ', 'ม้าก', 'มาสก', 'มลาก', 'มาจจ์', 'มาปก', 'สจาก', 'มาแขก', 'มายากร', 'มราก']",มาจาก,10
มาณ,['มาณ'],มาณ,2
มาตร,['มาตร'],มาตร,2
มาตรการ,['มาตรการ'],มาตรการ,37
มาตรการป้องกัน,['มาตรการป้องกัน'],มาตรการป้องกัน,8
มาตรฐาน,['มาตรฐาน'],มาตรฐาน,4
มาถ,['มาตร'],มารถ,5
ม่าน,['ม่าน'],ม่าน,3
มาบ,['มาบตาพุต'],มาบตาพุต,3
มายัง,['มายัง'],มายัง,2
มารถ,['มารถ'],มารถ,5
มิเตอร์,['มิเตอร์'],มิเตอร์,2
มิดชิด,['มิดชิด'],มิดชิด,5
มี,['มี'],มี,698
มีโอกาส,['โอกาส'],โอกาส,16
มีค่า,['มีค่า'],มีค่า,3
มีปัญหา,"['มีปัญหา', 'ขบปัญหา']",มีปัญหา,6
มีผลกระทบ,"['มีผลกระทบ', 'ผลกระทบ']",มีผลกระทบ,2
มีพิษ,['มีพิษ'],มีพิษ,4
มีส่วน,['มีส่วน'],มีส่วน,3
มืด,['มืด'],มืด,2
มือ,['มือ'],มือ,10
มือชื่อ,['มือชื่อ'],มือชื่อ,10
มือถือ,"['มือถือ', 'มือปืน', 'มือเสือ', 'มือมืด']",มือถือ,2
มือวัด,['มือวัด'],มือวัด,2
มุม,['มุม'],มุม,4
มูล,['มูล'],มูล,2
ยก,['ยก'],ยก,1229
ยกเครื่อง,['ยกเครื่อง'],ยกเครื่อง,6
ยกเลิก,['ยกเลิก'],ยกเลิก,2
่ยน,"['โยน', 'ย่น', 'เยน', 'ยน', 'แยน']",โยน,2
ยนต์,['ยนต์'],ยนต์,19
ยะ,['ยะ'],ยะ,2
ยัง,['ยัง'],ยัง,45
ยังมี,"['ยังมี', 'ยัง', 'ยังไง', 'ยังคง', 'รังสี', 'รัศมี', 'ยังชีพ', 'ยังงี้', 'มั่งมี', 'ยัม', 'ยักษี', 'ยังค์', 'ยังก์', 'มังสี']",ยังมี,3
ยัด,['ตัด'],ตัด,2
ยัน,['ยัน'],ยัน,2
ยา,['ย้าย'],ย้าย,127
ยาก,['ยาก'],ยาก,3
ยาง,['ยาง'],ยาง,5
ยาน,['ยาน'],ยาน,2
ยาน,['ย้าย'],ย้าย,2
ย้าน,['ย้าย'],ย้าย,18
ยานพาหนะ,['ยานพาหนะ'],ยานพาหนะ,2
ยาย,['ยาย'],ย้าย,3
ย้าย,['ย้าย'],ย้าย,97
ย้า่ย,['ย้าย'],ย้าย,2
ย้ายออก,['ย้ายออก'],ย้ายออก,3
ยาว,['ยาว'],ยาว,3
ย้ำ,['ย้ำ'],ย้ำ,2
ยิง,['ยิง'],ยิง,159
ยึด,['ยึด'],ยึด,24
ยืด,['ยืด'],ยืด,2
ยืน,['ยืน'],ยืน,49
ยื่น,['ยื่น'],ยื่น,6
ยืนยัน,['ยืนยัน'],ยืนยัน,2
ยืม,['ยืม'],ยืม,2
ยุบ,['ยุบ'],ยุบ,2
ยู,['ยูโร'],ยูโร,2
ยูโร,['ยูโร'],ยูโร,5
ร,"['รถ', 'รอ', 'รา', 'ระ', 'รึ', 'โร', 'รี', 'รส', 'ริ', 'กร', 'พร', 'เร', 'รู', 'ไร', 'รบ', 'อร', 'วร', 'รำ', 'ทร', 'รก', 'รด', 'สร', 'รุ', 'ธร', 'ศร', 'รม', 'รณ', 'ปร', 'จร', 'นร', 'ตร', 'รง', 'มร', 'คร', 'รน', 'รย', 'ษร', 'ดร', 'รพ', 'แร', 'รท', 'ฏร', 'หร', 'รว', 'บร', 'รต', 'ภร', 'รค', 'ชร', 'รร', 'รศ', 'ใร', 'รช', 'ขร', 'รป', 'รจ', 'รฐ', 'ฎร', 'รภ', 'ฃร', 'ถร', 'รห', 'ยร', 'รล', 'ฑร', 'รญ']",รถ,9
รณ,['อุปกรณ์'],กรณ์,32
รณ,['กรณ์'],กรณ์,20
รด,['รด'],รด,2
รถ,['รถ'],รถ,527
รถเข็น,['รถเข็น'],รถเข็น,8
รถกระบะ,['รถกระบะ'],รถกระบะ,3
รถขนขยะ,['รถขนขยะ'],รถขนขยะ,3
รถขนของ,['รถขนของ'],รถขนของ,5
รถจักรยาน,['รถจักรยาน'],รถจักรยาน,3
รถตู้,"['รถตู้', 'รู้', 'ตู้', 'ระตู']",รถตู้,3
รถบรรทุก,['รถบรรทุก'],รถบรรทุก,26
รถบัส,"['รถบัส', 'รหัส', 'บัส', 'รัส', 'ระบัด', 'บรัส', 'รโบส', 'รบัฏ']",รถบัส,2
รถยนต์,['รถยนต์'],รถยนต์,6
รท,['รถยนต์'],รถยนต์,5
รท,['รถยนต์'],รถยนต์,2
รน,['กรณ์'],กรณ์,7
รป,['รูป'],รูป,4
รม,['รม'],รม,20
ร่ม,['ร่ม'],ร่ม,3
รร,['กรณ์'],กรณ์,10
รล,['กรณ์'],กรณ์,10
ร่วง,['ร่วง'],ร่วง,2
ร่วงหล่น,['ร่วงหล่น'],ร่วงหล่น,3
รวจ,['รวจ'],รวจ,50
ร่วม,['ร่วม'],ร่วม,3
รวมกัน,"['รวมกัน', 'รวมตัว', 'รวมหัว', 'รามัน', 'วกัน', 'รมัน', 'วมัน']",รวมกัน,4
ร่วมกับ,['ราวกับ'],ร่วมกับ,15
รวล,['รวจ'],รวจ,50
รหัส,['รหัส'],รหัส,2
รอ,['รอ'],รอ,17
รอก,['รอก'],รอก,41
รอง,['รอง'],รอง,42
ร่อง,['ร่อง'],ร่อง,11
รองเท้า,['รองเท้า'],รองเท้า,4
ร่องน้ำ,['ร่องน้ำ'],ร่องน้ำ,3
รองพื้น,['รองพื้น'],รองพื้น,2
รองรับ,['รองรับ'],รองรับ,6
ร้อน,['ร้อน'],ร้อน,4
รอบ,['รอบ'],รอบ,18
รอบเดือน,['รอบเดือน'],รอบเดือน,2
รอบนอก,"['รอบนอก', 'รอบคอบ', 'ของนอก']",รอบนอก,3
รอย,['ลอย'],ลอย,4
ร้อย,['ร้อย'],ร้อย,2
รอยนำ,['ลอยน้ำ'],ลอยน้ำ,6
รอยน่ำ,['ลอยน้ำ'],ลอยน้ำ,6
รอยน้ำ,['ลอยน้ำ'],ลอยน้ำ,6
รอยร้าว,['รอยร้าว'],รอยร้าว,124
รอื้,"['รื้อ', 'รู้', 'รอบ', 'รอ', 'ไอ้', 'รอง', 'รอย', 'รอด', 'เอื้อ', 'อืม', 'โอ้', 'รื้อ', 'อือ', 'รอน', 'อี้', 'อื้อ', 'อู้', 'รือ', 'รอส', 'รอล', 'อืด', 'รอก', 'รอม', 'รื้น', 'เอ้', 'รอฟ', 'รี้', 'อื้ม', 'เอือ', 'แอ้', 'รอค', 'อืน', 'ร้อ', 'รอต', 'อืส', 'อื้น', 'รอท', 'อืท', 'อืง', 'สอื้น', 'รอว์', 'อรุ้', 'รหือ', 'รอห์', 'รอธ', 'รืน', 'รอช', 'ไอก้']",รื้อ,3
ระ,['ระ'],ระ,10
ระเบิด,['ระเบิด'],ระเบิด,2
ระเบียบ,['ระเบียบ'],ระเบียบ,2
ระเบียบเรียบร้อย,['ระเบียบเรียบร้อย'],ระเบียบเรียบร้อย,2
ระดับ,['ระดับ'],ระดับ,67
ระดับเสียง,['ระดับเสียง'],ระดับเสียง,3
ระดับความสูง,['ระดับความสูง'],ระดับความสูง,3
ระนาบ,['ระนาบ'],ระนาบ,2
ระบบ,['ระบบ'],ระบบ,176
ระบาย,['ระบาย'],ระบาย,44
ระบายอากาศ,['ระบายอากาศ'],ระบายอากาศ,2
ระบุ,['ระบุ'],ระบุ,62
ระบุชื่อ,['ระบุชื่อ'],ระบุชื่อ,2
ระยะ,['ระยะ'],ระยะ,16
ระยะเวลา,['ระยะเวลา'],ระยะเวลา,3
ระยะห่าง,['ระยะห่าง'],ระยะห่าง,4
ระวัง,['ระวัง'],ระวัง,7
ระหว่าง,['ระหว่าง'],ระหว่าง,26
รัง,['รัง'],รัง,5
รั่ง,['รั้ง'],รั้ง,2
รั้ง,['รั้ง'],รั้ง,3
รังนก,['รังนก'],รังนก,2
รังผึ้ง,['รังผึ้ง'],รังผึ้ง,4
รัด,['รัด'],รัด,4
รัดคาง,['รัดคาง'],รัดคาง,5
รับ,['รับ'],รับ,33
รับเหมา,['รับเหมา'],รับเหมา,2
รับทราบ,['รับทราบ'],รับทราบ,2
รับรอง,['รับรอง'],รับรอง,2
รั่ว,['รั่ว'],รั่ว,26
รั้ว,['รั่ว'],รั่ว,15
รั่วไหล,['รั่วไหล'],รั่วไหล,4
ร้า,['ร้าน'],ร้าน,25
ราคา,['ราคา'],ราคา,4
ราง,['ราง'],ราง,58
รางน้ำ,"['รางน้ำ', 'อาบน้ำ', 'สายน้ำ', 'รดน้ำ', 'ปากน้ำ', 'ฟองน้ำ', 'ร่องน้ำ', 'กาน้ำ', 'อ่างน้ำ', 'พรายน้ำ', 'ช้างน้ำ', 'ตาน้ำ', 'ลายน้ำ', 'ชาวน้ำ', 'ซาวน้ำ', 'แดงน้ำ', 'รองช้ำ']",รางน้ำ,5
ราช,['ราด'],ราช,2
ราชการ,['ราชการ'],ราชการ,3
ราน,['ร้าน'],ร้าน,4
รา้น,['ร้าน'],ร้าน,6
ร้าน,['ร้าน'],ร้าน,173
ร้่าน,"['ร้าน', 'ร่าน']",ร้าน,6
ราย,['ราย'],ราย,2
ราย,['ตราย'],ตราย,5
รายได้,['รายได้'],รายได้,2
รายงาน,['รายงาน'],รายงาน,2
รายชื่อ,['รายชื่อ'],รายชื่อ,2
รายละเอียด,['รายละเอียด'],รายละเอียด,5
ราว,['ราว'],ราว,24
ร่าว,['ร้าว'],ร้าว,10
ร้าว,['ร้าว'],ร้าว,10
ริ,['ริม'],ริม,3
ริม,['ริม'],ริม,2
ริมถนน,['ริมถนน'],ริมถนน,2
ริ้อ,"['รื้อ', 'ริ้ว', 'ริ้น', 'ร้อ']",รื้อ,3
รีด,['รีด'],รีด,3
รีบ,['รีบ'],รีบ,2
รื้,['รื้อ'],รื้อ,3
รื้ถอน,"['รื้อถอน', 'ร้อน', 'รื้อ', 'เรื้อน', 'รื้น']",ถอน,3
รื้น,['รื้อ'],รื้อ,4
รือ,['รื้อ'],รื้อ,2
รื่อ,['รื้อ'],รื้อ,3
รื้อ,['รื้อ'],รื้อ,799
รื้อถอน,['รื้อถอน'],รื้อถอน,763
รืิ้อ,['รื้อ'],รื้อ,29
รุ,['รู'],รู,3
